Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Объем,Вес (с упаковкой),Цвет,Подключение к водопроводу,Индикатор уровня воды,Заваривание чая/кофе,Камбузное оборудование
https://cdn.entero.ru/mp@2x/2d/6f/2d6ff31a1faa0682431deae722a472b9.jpg,Кипятильник Abat КЭН-100,210000019588 21000019588,56320,RUB,Да,Abat,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/63525,"<p>Кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/63525"">Abat КЭН-100</a></b> предназначен для нагрева, кипячения и раздачи воды и приготовления горячих напитков на предприятиях общественного питания и торговли. Модель оснащена индикатором включения ТЭНов.</p>

<p>Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое заполнением водой при сливании определенного количества воды</li>
<li>Нагрев с помощью ТЭНов</li>
<li>Защита от ""сухого хода""</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем сборника кипятка: 6 л</li>
<li>Время нагрева воды до температуры кипения: 6 мин.</li>
<li>Потребляемая мощность: 13,2 кВт</li>
<li>Давление в водопроводной сети: от 0,5 до 6 кПа</li>
</ul>",63525,проточный,380 В,,355 мм,685 мм,391 мм,,Россия,,,0,https://entero.ru/manuals/103495/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%9A%D0%AD%D0%9D-100.pdf;https://entero.ru/manuals/103497/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/414457/%D0%9F%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%BA%20%D1%81%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%D1%83%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/414458/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/419316/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%9A%D0%AD%D0%9D-100.pdf,61217,,18 кг,100 л/ч,11 л,,нерж. сталь,Да,,,
https://cdn.entero.ru/mp@2x/4a/0f/4a0f33895448c3fc4db3d6680991a3ba.jpg,Кипятильник Дебис КНЭ-50-01 нерж. сталь,Кипятильник Дебис КНЭ-50-01 нерж. сталь,22979,RUB,Да,Дебис,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/20771,"<p>Электрический кипятильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/20771""><b class=""b""><b class=""«b&quot;"">Дебис КНЭ-50-01</b></b></a> проточного типа предназначен для непрерывного приготовления кипятка на предприятиях общественного питания, в кафе, барах, ресторанах, столовых, детских садах, в рабочих цехах предприятий, душевых, банях, коттеджах, строительных вагончиков. Внешний корпус кипятильника выполнен из нержавеющей стали со специальной обработкой, не оставляющей следов загрязнения, в том числе от рук.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Кран для отбора кипятка расположен вверху электрокипятильника, что позволяет устанавливать под кран емкость для набора кипятка</li>
<li>Подвод воды осуществляется сбоку, а не снизу, что позволяет использовать электрокипятильник без подставки, а также повышена надежность электрической схемы кипятильника</li>
<li>С целью упрощения эксплуатации электрокипятильника и расходы по его транспортировке и хранению,снижены габариты и вес оборудования</li>
<li>Применение электрического клапана взамен большого механического датчика сухого хода позволяет повысить надежность работы</li>
<li>В электроклапане предусмотрен фильтр для очистки поступающей в электрокипятильник воды</li>
</ul>",20771,проточный,380 В,6 кВт,235 мм,235 мм,330 мм,8 кг,Россия,1,350x350x460 мм,11,https://entero.ru/manuals/71829/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%94%D0%B5%D0%B1%D0%B8%D1%81%20%D0%9A%D0%9D%D0%AD-50-01.doc,24446,,6.5 кг,50 л/ч,,,,Да,,,
https://cdn.entero.ru/mp@2x/53/12/5312455f54f64cadf49fb6ed5e8d9495.jpg,Электрокипятильник проточный Airhot CWB-35,Электрокипятильник проточный Airhot CWB-35,17589,RUB,Да,Airhot,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/106725,"<p>Кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106725"">Airhot CWB-35</a></b> используется на предприятиях общественного питания и торговли, в офисах, отелях и т.д. для нагрева большого количества воды. Модель оснащена автоматическим контролем уровня и температуры воды и LED-дисплеем с индикацией текущей температуры. Корпус и каплесборник выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Давление воды на входе: от 100 до 400 кПа</li>
<li>Расстояние до крана: 190 мм</li>
<li>Полезный объем: 9,1 л</li>
<li>Время нагрева: от 30 до 35 мин.</li>
<li>Габариты в упаковке: 410x240x745 мм</li>
</ul>",106725,проточный,220 В,3 кВт,190 мм,300 мм,690 мм,8 кг,Китай,1,240x410x745 мм,0,https://entero.ru/manuals/464716/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20CWB-35.pdf;https://entero.ru/manuals/464717/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Airhot.pdf;https://entero.ru/manuals/482006/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,18322,,6.3 кг,35 л/ч,20 л,,нерж. сталь,Да,,,
https://cdn.entero.ru/mp@2x/7f/49/7f497e6e01f895dc608c247bd5c11b99.jpg,Электрокипятильник проточный Airhot CWB-50,Электрокипятильник проточный Airhot CWB-50,18147,RUB,Да,Airhot,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/125386,"<p>Кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125386"">Airhot CWB-50</a></b> используется на предприятиях общественного питания и торговли, в офисах, отелях и т.д. для нагрева большого количества воды. Модель оснащена автоматическим контролем уровня и температуры воды и LED-дисплеем с индикацией текущей температуры. Корпус и каплесборник выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Давление воды на входе: от 50 до 400 кПа</li>
<li>Расстояние до крана: 245 мм</li>
<li>Полезный объем: 12л</li>
<li>Температурный режим:+ 30С/+ 100°С</li>
<li>Время нагрева: от 33 до 38 мин.</li>
<li>Габариты в упаковке: 410х240х805 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",125386,проточный,220 В,2.5 кВт,190 мм,300 мм,740 мм,8 кг,Китай,1,240x415x805 мм,0,https://entero.ru/manuals/482007/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,19102,,6.5 кг,90 л/ч,30 л,,нерж. сталь,Да,,,
https://cdn.entero.ru/mp@2x/29/49/29495daa2cb8efc8c2f660f114608090.jpg,Кипятильник GASTRORAG DK-WB-20MC,Кипятильник GASTRORAG DK-WB-20MC,19525,RUB,Да,GASTRORAG,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/114816,"<p>Кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/114816"">GASTRORAG DK-WB-20MC</a></b> используется на предприятиях общественного питания и торговли, в офисах, отелях и т.д. для нагрева большого количества воды. Модель оснащена электронным управлением, пошаговым нагревом воды, двойными стенками с термоизоляцией и сливным краном. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Единовременный слив кипятка: 20 л</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",114816,проточный,220 В,3 кВт,190 мм,280 мм,690 мм,,Китай,,,0,https://entero.ru/manuals/114274/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20DK-WB-20MC.pdf;https://entero.ru/manuals/116131/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,21223,,18 кг,60 л/ч,20 л,,черный,Да,,,
https://cdn.entero.ru/mp@2x/63/a5/63a5e01854e0f7811496e2a98cfb1549.jpg,Кипятильник GASTRORAG DK-WB-10MC,Кипятильник GASTRORAG DK-WB-10MC,18029,RUB,Да,GASTRORAG,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/105702,"<p>Кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/105702"">GASTRORAG DK-WB-10MC</a></b> используется на предприятиях общественного питания и торговли, в офисах, отелях и т.д. для нагрева большого количества воды. Модель оснащена электронным управлением, разливным краном и каплесборником. Корпус выполнен из нержавеющей стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",105702,проточный,220 В,2.5 кВт,190 мм,240 мм,630 мм,,Китай,,,0,https://entero.ru/manuals/116129/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf;https://entero.ru/manuals/287108/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20GASTRORAG%20DK-WB-10MC.pdf,19386,,12 кг,35 л/ч,10 л,,черный,,,,
https://cdn.entero.ru/mp@2x/94/3e/943eadc30a787dacb1c24a20ed214207.jpg;https://cdn.entero.ru/mp@2x/13/ed/13ed71dcdd00ae71c8cd4ec722702dc8.jpg,Кипятильник Термаль КЭНД 100,КЭНД-100 / КЭНД – 100,53099,RUB,Да,Термаль,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/30354,"<p>Кипятильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/30354""><b class=""b"">Термаль КЭНД 100</b></a> предназначен для подогрева воды на предприятиях общественного питания и торговли, в детских и медико-санитарных учреждениях. Принцип действия прибора основан на нагреве воды трубчатыми электронагревателями.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура воды: 100 °C</li>
<li>Время закипания: 11 мин.</li>
<li>КПД кипятильника: 70%</li>
<li>Давление воды в сети водопровода: 50-600 кПа</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",30354,проточный,380 В,12 кВт,382 мм,485 мм,800 мм,32 кг,Россия,1,485x382x800 мм,14,https://entero.ru/manuals/45735/%D0%A1%D0%B0%D0%BD%D0%B8%D1%82%D0%B0%D1%80%D0%BD%D0%BE-%D1%8D%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B7%D0%B0%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5.jpg;https://entero.ru/manuals/45766/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg,55894,,30 кг,100 л/ч,8.2 л,,нерж. сталь,Да,,,
https://cdn.entero.ru/mp@2x/bd/96/bd96fa57826ffab0899f9fd7312770ca.jpg;https://cdn.entero.ru/mp@2x/0a/f8/0af83344250a0b0e2d41d8889dfee3ad.jpg;https://cdn.entero.ru/mp@2x/f3/d7/f3d73ebbf1f2230476b4d6f51ac07fef.jpg;https://cdn.entero.ru/mp@2x/74/d0/74d0e2d952a816f9fd8c3d239c0846b3.jpg,Электрокипятильник Airhot WB-10,Электрокипятильник Airhot WB-10,6613,RUB,Да,Airhot,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/42127,"<p>Кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/42127"">Airhot WB-10</a> </b>используется на предприятиях общественного питания и торговли, в офисах, отелях и т.д. для нагрева большого количества воды. Модель оснащена автоматическим контролем уровня и температуры воды, аварийным термостатом, индикатором нагрева и закрытым ТЭНом. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 30 до 95 ºС</li>
</ul>",42127,накопительный,220 В,2 кВт,288 мм,302 мм,485 мм,3.4 кг,Китай,1,285x285x530 мм,0,https://entero.ru/manuals/96164/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Airhot%20WB-10.pdf;https://entero.ru/manuals/96163/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20WB-10.pdf;https://entero.ru/manuals/481970/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,2.4 кг,,10 л,,нерж. сталь,,Да,,
https://cdn.entero.ru/mp@2x/6e/92/6e92c8edf567b15187e850596dca885f.jpg,Кипятильник Eletto R38,ER38,24159,RUB,Да,,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/269076,"<p>Кипятильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/269076""><b class=""b"">Eletto R38</b></a> предназначен для кипячения воды и поддержания ее в подогретом состоянии на предприятиях общественного питания и торговли. Модель оснащена терморегулятором, световыми индикаторами работы и сливным краном. Цилиндрический корпус с одинарной стенкой выполнен из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Открытый нагревательный элемент</li>
<li>Автоматический режим поддержания тепла</li>
<li>Визуальный контроль уровня заполнения или расходования воды</li>
<li>Отметка максимального уровня воды</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 0,7 мм</li>
<li>Габариты в упаковке: 510х460х520 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",269076,накопительный,220 В,3 кВт,520 мм,450 мм,530 мм,,Турция,,,0,https://entero.ru/manuals/331674/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Eletto%20R38.doc,,,,,50 л,,нерж. сталь,,Да,,
https://cdn.entero.ru/mp@2x/2e/cb/2ecba3c5fbc440684f54af5786e3c180.jpg,Электрокипятильник Hurakan HKN-HVZ22 черный,Электрокипятильник Hurakan HKN-HVZ22 черный,16798,RUB,Да,Hurakan,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/176210,"<p>Кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176210"">Hurakan HKN-HVZ22 черный</a></b> используется на предприятиях общественного питания и торговли для нагрева большого количества воды. Модель оснащена электронной панелью управления, индикатором нагрева, автоматическим контролем уровня и температуры воды, защитой от перегрева. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция блокировки работы без воды</li>
<li>Функция предупреждения об ошибках</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Давление воды на входе: от 0,2 до 0,6 МПа</li>
</ul>",176210,проточный,,2.5 кВт,190 мм,360 мм,520 мм,6.4 кг,Китай,1,395x240x575 мм,133,https://entero.ru/manuals/413868/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-HVZ22.pdf;https://entero.ru/manuals/204871/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-HVZ22.pdf;https://entero.ru/manuals/413869/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-HVZ22.pdf;https://entero.ru/manuals/413870/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/495254/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,17498,,5.9 кг,22 л/ч,5 л,,черный,Да,,,
https://cdn.entero.ru/mp@2x/4b/7b/4b7b41653ce2edf50297ca71de37a5dc.jpg,Электрокипятильник Airhot WB-40,WB 40,11448,RUB,Да,Airhot,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/77738,"<p>Кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/77738"">Airhot WB-40</a></b> используется на предприятиях общественного питания и торговли, в офисах, отелях и т.д. для нагрева большого количества воды. Модель оснащена автоматическим контролем уровня и температуры воды, аварийным термостатом, индикатором нагрева и закрытым ТЭНом. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 30 до 95 ºС</li>
</ul>",77738,накопительный,220 В,2.5 кВт,441 мм,443 мм,588 мм,5.21 кг,Китай,1,410x410x520 мм,0,https://entero.ru/manuals/96170/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20WB-40.pdf;https://entero.ru/manuals/481995/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,11925,,,,40 л,,нерж. сталь,,Да,,
